,estimate,fixedEffVar,outlet,p_value,ppgid,region,stdError
28,-0.013074111426570662,lift233,GR,0.604924598112,115,US,0.025272200241176393
29,-0.0711257152169011,absprice289,GR,0.468763373454,115,US,0.09817314351290429
30,-0.005588178879470216,lift289,GR,0.747676231256,115,US,0.017370509734744584
31,0.1545661510998881,absprice275,GR,0.0857522513254,115,US,0.08995591800844896
32,-0.02298701411590395,lift275,GR,0.0872693361507,115,US,0.013442845535726384
33,0.1832745896411932,absprice236,GR,0.129847540046,115,US,0.1209970169741381
34,-0.0021171784252498323,lift236,GR,0.885993217747,115,US,0.01476661419809626
35,0.2996932586399296,absprice230,GR,0.0170449522349,115,US,0.12561875151342053
36,-0.04867077705108952,lift230,GR,0.0224832812329,115,US,0.02132716391327242
37,0.31993033842478474,absprice235,GR,0.0017987356759,115,US,0.10248934660212941
38,0.02542372332873831,lift235,GR,0.17004986277,115,US,0.018529821629523335
39,-0.10455943833970846,absprice246,GR,0.258019778764,115,US,0.09244180565631711
40,-0.02866967733176867,lift246,GR,0.160012226674,115,US,0.020405022204490492
41,-0.04805617100512239,absprice265,GR,0.443079987874,115,US,0.06265451110971623
42,-0.042176590360417196,lift265,GR,0.0955183738721,115,US,0.025301196984892006
43,0.7694737740337991,absprice290,GR,4.13721381379e-08,115,US,0.14028967774932233
44,-0.01630983747357654,lift290,GR,0.76003214019,115,US,0.053398091808741145
45,0.002760516594521123,absprice239,GR,0.957835605733,115,US,0.05221343566289574
46,0.009492747226819453,lift239,GR,0.680785740499,115,US,0.02307474813770236
47,0.31098972517158624,absprice7,GR,0.0217479139677,115,US,0.13552274041098147
48,-0.16470583376334264,lift7,GR,1.50126761848e-44,115,US,0.011762460654473342
49,-0.000547145131098747,absprice305,GR,0.995434478262,115,US,0.09562023694631892
50,-0.005613920716833071,lift305,GR,0.720295057257,115,US,0.01567851874110478
51,0.10327818488592702,absprice322,GR,0.70138951453,115,US,0.26934257979919196
52,-0.012927760160760082,lift322,GR,0.569152169626,115,US,0.022708144858073532
53,0.6704508849347905,absprice302,GR,1.84546470081e-06,115,US,0.1405660612177332
54,0.13331339515432902,lift302,GR,0.01070395148,115,US,0.05223432876555033
55,0.3230995454779005,absprice299,GR,0.0465966369841,115,US,0.16236580335684891
56,0.04228962315004232,lift299,GR,0.211070440514,115,US,0.03381472559493484
57,-0.06668585332910867,absprice229,GR,0.475934015754,115,US,0.09354725835510673
58,-0.05113770668810229,lift229,GR,0.382488758975,115,US,0.0585555293950424
59,0.39209633468160454,absprice309,GR,0.0184354546629,115,US,0.16637134526809444
60,-0.04754303114669252,lift309,GR,0.0281128480043,115,US,0.021652710872178238
61,-0.10487094562443237,absprice231,GR,0.175116419431,115,US,0.07734154788786383
62,-0.019809313357387382,lift231,GR,0.332014076077,115,US,0.020420603404284265
63,0.08500329512138512,absprice298,GR,0.371048050623,115,US,0.09502757028949273
64,-0.01817608052675631,lift298,GR,0.327848760396,115,US,0.01857628490635231
65,-0.38345521580407,absprice311,GR,0.245815648779,115,US,0.3304016747503482
66,0.02776016359826755,lift311,GR,0.338365384482,115,US,0.028995365359215146
67,1.319916414218234e-09,(Intercept),GR,0.999999864113,147,US,0.0077501365779633034
68,-1.3760391753842574,logregprice,GR,2.53903880571e-05,147,US,0.3267491667667855
69,-2.209411282253573,logpriceindex,GR,9.00958802944e-34,147,US,0.18239945651655926
70,0.4064948059152709,displayonly,GR,0.00143159508324,147,US,0.12749962316460325
71,0.8109174373258058,logseason,GR,3.37981394277e-07,147,US,0.15897430458129672
72,0.29298335330746106,absprice88,GR,0.167861256563,147,US,0.2124439962171297
73,0.041786663452009855,lift88,GR,0.42820994636,147,US,0.05274372168242646
74,0.47015637422779405,absprice48,GR,0.0386259812534,147,US,0.22733192551599501
75,-0.024657714862157044,lift48,GR,0.622390013188,147,US,0.05006989154164771
76,-0.1540092055327776,absprice95,GR,0.505549956813,147,US,0.23132050197617263
77,-0.007343745773105318,lift95,GR,0.852897992658,147,US,0.0396055628256385
78,0.2613702990705479,absprice194,GR,0.658192817932,147,US,0.5907880082919753
79,-0.07528131925918469,lift194,GR,0.00567304789674,147,US,0.02721565257943077
80,0.7051129060277702,absprice89,GR,0.0170457821787,147,US,0.2955557565967305
81,0.017787496782994777,lift89,GR,0.70446806281,147,US,0.04689608208168784
82,-0.0033195578043975294,absprice227,GR,0.995737678119,147,US,0.6214010572870906
83,-0.10566160206666199,lift227,GR,0.000945052631945,147,US,0.0319567533624304
84,-0.3958882934574423,absprice49,GR,0.207702601657,147,US,0.314220035355582
85,0.017172038290764215,lift49,GR,0.658730111244,147,US,0.03888004742537915
86,0.4566273769098598,absprice65,GR,0.0492087838051,147,US,0.23217024203594105
87,-0.05861571233181614,lift65,GR,0.151100190408,147,US,0.04082851574189518
88,0.48729553550969557,absprice225,GR,0.477734095114,147,US,0.686378443507564
89,-0.07649713777156716,lift225,GR,0.0134604941909,147,US,0.03095361427495058
90,-1.043990323778986,absprice33,GR,0.0010323216202,147,US,0.318137788494319
91,-0.04710242194361511,lift33,GR,0.15885663468,147,US,0.033431404434923685
92,0.1917104565093043,absprice235,GR,0.0268701147323,147,US,0.08661358061833598
93,0.016804528708529068,lift235,GR,0.65908102864,147,US,0.03808976208658226
94,0.2730567627825854,absprice272,GR,0.331638655677,147,US,0.28126447485856515
95,0.019117735116793065,lift272,GR,0.693778756461,147,US,0.04855517155849593
96,-0.26100346945944625,absprice276,GR,0.471796739947,147,US,0.3627271334138731
97,0.09273261566787024,lift276,GR,0.55793411998,147,US,0.15827033783413672
98,-0.08295486576312107,absprice288,GR,0.783681571208,147,US,0.3021765379000129
99,-0.035933941954531305,lift288,GR,0.699114016472,147,US,0.09296865926782447
100,0.2863556438068956,absprice278,GR,0.0891805818402,147,US,0.1684706521522662
101,-0.06903494436574517,lift278,GR,0.0745328761935,147,US,0.03871129287800342
102,0.021086410077141047,absprice265,GR,0.814708092748,147,US,0.08997571903900647
103,-0.11546064413939648,lift265,GR,0.192747156511,147,US,0.08864573459785477
104,-0.120327269071592,absprice274,GR,0.681628797977,147,US,0.29330837556262296
105,-0.12059310874179086,lift274,GR,0.104945501365,147,US,0.07437883023833357
106,0.1263376581483247,absprice228,GR,0.4700521925,147,US,0.17488743642185756
107,-0.027998083438526403,lift228,GR,0.661320459171,147,US,0.06390931532105315
108,0.7923130696064142,absprice322,GR,0.0710953273508,147,US,0.43898669220917536
109,-0.042284694529118254,lift322,GR,0.269523443292,147,US,0.038295780077154506
110,0.005135812220963216,absprice13,GR,0.959576323739,147,US,0.1013275337911326
111,0.051374873739729245,lift13,GR,0.158865889777,147,US,0.036464628832545844
112,0.5942890362630261,absprice327,GR,0.185815636289,147,US,0.44917790657883366
113,-0.010334201541042759,lift327,GR,0.759442651303,147,US,0.03374843444911233
114,-0.12350222800616044,absprice236,GR,0.324342018472,147,US,0.12530990184057242
115,0.10351136414274693,lift236,GR,0.00115507945858,147,US,0.031852135509073856
116,-0.3864309065887276,absprice305,GR,0.250225492211,147,US,0.3360847835218371
117,-0.06417087530398043,lift305,GR,0.045452024125,147,US,0.03207826913733001
118,0.061640245446897876,absprice299,GR,0.703676106152,147,US,0.16205644045174888
119,-0.010353280950520474,lift299,GR,0.570444119042,147,US,0.018246961207947325
120,0.3158153321819105,absprice248,GR,0.580580369106,147,US,0.5715729983900018
121,0.01096303639717932,lift248,GR,0.782995093088,147,US,0.039805078741332774
122,0.019684272615522743,absprice324,GR,0.867489781564,147,US,0.11797739512562501
123,0.025737600504791788,lift324,GR,0.512107123091,147,US,0.03926046674851599
124,0.35496272256493794,absprice275,GR,0.503584136656,147,US,0.530697276669889
125,-0.014373482281569285,lift275,GR,0.563150947883,147,US,0.024860406271095523
126,-0.8053816577349522,absprice289,GR,0.201830604038,147,US,0.6310020617327943
127,-0.01783950449896264,lift289,GR,0.566153869208,147,US,0.03109417005312094
128,-0.025109995313794046,absprice309,GR,0.857236262124,147,US,0.13958264325339412
129,0.04044483896090072,lift309,GR,0.331334007115,147,US,0.041634315608164635
130,-2.455036245818388,absprice266,GR,0.13695741196,147,US,1.6507581934991629
131,-0.05988294355763841,lift266,GR,0.185071302358,147,US,0.045184406239588526
132,-6.532323341520523e-10,(Intercept),GR,0.999999978928,256,US,0.024734088752430456
133,-0.09305603636457505,logregprice,GR,0.947464117219,256,US,1.412259176360092
134,-1.6566335966655985,logpriceindex,GR,3.620240059e-05,256,US,0.4010763960371809
135,1.0255802251391215,featuredisplay,GR,0.167982336563,256,US,0.7438661989818018
136,0.4443278284682983,featureonly,GR,0.0016520298297,256,US,0.14121063437661557
137,-1.9752471790116601,logseason,GR,0.14718836944,256,US,1.3626768884493787
138,-0.5930576164716668,lift265,GR,0.176009361138,256,US,0.4382809558159561
139,0.46287110937382586,absprice248,GR,0.813836293508,256,US,1.96565035600593
140,0.42555456786230056,lift248,GR,0.0637781906982,256,US,0.22956698036692946
141,-0.2518314696073616,absprice278,GR,0.775543737383,256,US,0.8832130478189892
142,-2.0177250711985875,lift278,GR,0.00219025438799,256,US,0.6587107212317382
143,-0.23648571183121325,lift229,GR,0.0943369600548,256,US,0.1413584285115773
144,-0.05129803673700792,lift238,GR,0.760528777749,256,US,0.16830810996270248
145,-0.42633065192202146,absprice230,GR,0.234234065039,256,US,0.3584048217688085
146,0.051500483855628554,lift230,GR,0.850734329314,256,US,0.2736744481280229
147,0.4370263352685716,lift281,GR,0.012324122696,256,US,0.17462019108927565
148,0.1785290596164456,lift239,GR,0.572608973627,256,US,0.31642121489422464
149,-0.3581686761165194,absprice246,GR,0.968329795312,256,US,9.021166647586622
150,0.34159144260516366,lift246,GR,0.328556459619,256,US,0.3496238267532977
151,0.2074271525703341,lift236,GR,0.41755921601,256,US,0.2558734612454591
152,2.4962758860595584,absprice275,GR,0.341368099107,256,US,2.623611426617756
153,-0.08702130041322592,lift275,GR,0.660322987144,256,US,0.19801542644693296
154,-0.2345119854332743,absprice274,GR,0.933248811688,256,US,2.7998743939851085
155,-0.7687254343660047,lift274,GR,0.000156446531639,256,US,0.20333387107402529
156,1.5825505463091691,lift33,GR,0.134679376994,256,US,1.0579244394239644
157,0.1964741362641784,lift178,GR,0.289414311169,256,US,0.18545665109556156
158,-0.12565433569224324,lift308,GR,0.10069125321,256,US,0.07654794079256796
159,-0.3721360942235249,absprice95,GR,0.965969074685,256,US,8.722407262467007
160,0.488034853473462,lift95,GR,0.582497273448,256,US,0.8877547191220422
161,-0.7131609805257695,absprice20,GR,0.332761703446,256,US,0.7363059164110691
162,0.3224550493441878,lift20,GR,0.0450286370081,256,US,0.1608746582920787
163,2.308053718875897,absprice300,GR,0.226449484333,256,US,1.9081833193251385
164,0.021983795785114855,lift300,GR,0.962960567252,256,US,0.47339355548444106
165,0.1574680412453832,absprice12,GR,0.847046300357,256,US,0.8163682666166437
166,-0.18583818648036743,lift12,GR,0.124093493964,256,US,0.1208454906019976
167,-3.5271561203683475,absprice305,GR,0.549176877267,256,US,5.888466405622816
168,-0.15096156391624307,lift305,GR,0.241958580917,256,US,0.12901536222302584
169,-4.067737193155121,absprice107,GR,0.170361163356,256,US,2.966889801712413
170,-0.15328946692518994,lift107,GR,0.655824988643,256,US,0.34394147464089486
171,7.083136031420654,absprice199,GR,0.368366759533,256,US,7.874203014153143
172,-0.09661557318073895,lift199,GR,0.730880031846,256,US,0.2808958646581564
173,0.9940543870936724,absprice106,GR,0.793474562129,256,US,3.7969789285166384
174,-0.0965146617566629,lift106,GR,0.681779032123,256,US,0.2353805494240798
175,-16.506225875555952,absprice7,GR,0.212569323306,256,US,13.241723579316245
176,-2.38942251314234,absprice3,GR,0.75059423988,256,US,7.517313522283756
177,0.014184795422586419,lift3,GR,0.966722527632,256,US,0.3400062028693162
178,0.23061453568755289,lift189,GR,0.0702220732531,256,US,0.12737787937284775
179,0.059722704593547914,lift298,GR,0.361131768525,256,US,0.0653986078488606
180,5.472494695713877,absprice297,GR,0.477405538767,256,US,7.7025143444115916
181,0.2166125268363261,lift297,GR,0.58607159507,256,US,0.3977916945540778
182,-4.310378391425594,absprice303,GR,0.25361708215,256,US,3.7757086168542164
183,-0.08210526439354943,lift303,GR,0.796515761078,256,US,0.31841152695846436
184,-1.2175240377475969,absprice5,GR,0.858815235607,256,US,6.8445399178014
185,-0.27253014857894764,lift5,GR,0.24712360792,256,US,0.23547484584083767
186,-2.7556816751012347e-12,(Intercept),GR,0.999999999717,247,US,0.007764688594490973
187,-0.45109095607294314,logregprice,GR,0.356149640144,247,US,0.4888673414328238
188,-2.2645125442873977,logpriceindex,GR,7.95608138071e-20,247,US,0.2484712859270323
189,0.7135687159160378,displayonly,GR,5.29367160843e-05,247,US,0.17652682721355004
190,1.2460506563950569,featuredisplay,GR,0.0177729153041,247,US,0.5256898054191204
191,0.10309918741306982,featureonly,GR,0.0844356923935,247,US,0.05974999681714676
192,0.2938652456672659,logseason,GR,0.0602902883516,247,US,0.15642240096894353
193,-1.1345659870646525,absprice263,GR,0.283500329742,247,US,1.0578809655186694
194,-0.07672900340943882,lift263,GR,0.0526831017901,247,US,0.03960187352977478
195,0.6245226644072432,absprice258,GR,0.583613102852,247,US,1.1394012789894512
196,-0.010500656926606445,lift258,GR,0.778993390515,247,US,0.037418013980393294
197,0.9188653515628591,absprice259,GR,0.22949787997,247,US,0.7646676027492243
198,-0.11003042928144048,lift259,GR,0.00032606358445,247,US,0.030617918265893676
199,0.028877959625963984,absprice254,GR,0.970637149964,247,US,0.7845313379077319
200,-0.06458973785006919,lift254,GR,0.126189975817,247,US,0.042234825377614076
201,0.4392849572644658,absprice261,GR,0.321662322971,247,US,0.443253122980842
202,0.010981242655091004,lift261,GR,0.783310907075,247,US,0.03993078388069922
203,0.5074122723334874,absprice265,GR,0.491148832461,247,US,0.7370007103863585
204,-0.02284672743555646,lift265,GR,0.756020153423,247,US,0.07353041881657599
205,-0.1548630452948852,absprice248,GR,0.750934979653,247,US,0.4879009068680316
206,-0.04695782164697298,lift248,GR,0.0507496863596,247,US,0.02403667809616854
207,-0.6930592324347914,absprice260,GR,0.198534022762,247,US,0.5390355368933833
208,0.02022751229352576,lift260,GR,0.698035107758,247,US,0.05213622703121157
209,0.10313534223173303,absprice266,GR,0.916953410306,247,US,0.989098065805928
210,-0.39516592527810385,lift266,GR,0.284553026957,247,US,0.3692631268059208
211,-0.3577818755184481,absprice255,GR,0.396501101925,247,US,0.4219689942621827
212,0.043046423963464066,lift255,GR,0.247960635117,247,US,0.037259404826662214
213,-0.9478179301604959,absprice276,GR,0.0607983836214,247,US,0.5055139880064909
214,-0.08908236959729668,lift276,GR,0.0242081590459,247,US,0.03952524478789716
215,-0.07266675678870282,absprice271,GR,0.934437363209,247,US,0.8833439089263326
216,0.029173885493898846,lift271,GR,0.446976582725,247,US,0.0383632107698004
217,0.5559297228740886,absprice289,GR,0.268435897364,247,US,0.5023438526484539
218,-0.03882453941961151,lift289,GR,0.198987611073,247,US,0.030226792953061486
219,0.7302718915037648,absprice228,GR,0.115856748852,247,US,0.4644300156016597
220,-0.043428130711547976,lift228,GR,0.243592201512,247,US,0.03724363775043021
221,0.7609206120158413,absprice236,GR,0.113752217371,247,US,0.4811231779596016
222,0.0280605949130065,lift236,GR,0.45848968174,247,US,0.03785138093632266
223,0.5400772221817821,absprice242,GR,0.454499965362,247,US,0.7220920812747665
224,0.05281861987177229,lift242,GR,0.0613287974816,247,US,0.02822838227815908
225,1.404747044644525,absprice279,GR,0.162518548513,247,US,1.005796762028138
226,-0.012367398631257572,lift279,GR,0.641399080785,247,US,0.02655409574614915
227,0.23705414412035275,absprice282,GR,0.638005888505,247,US,0.5038466004235821
228,0.02683418654457987,lift282,GR,0.71537524152,247,US,0.07358957468070652
229,0.507365550100881,absprice239,GR,0.496235579586,247,US,0.7456600897460162
230,-0.19766365071690756,lift239,GR,0.00136982739714,247,US,0.06175186032203272
231,0.1855731508843378,absprice230,GR,0.373127366936,247,US,0.20836152140102268
232,0.11506669252879113,lift230,GR,0.275608235924,247,US,0.10554270974512105
233,0.2605773238390158,absprice311,GR,0.547968770058,247,US,0.4337124448018403
234,0.013008678672102137,lift311,GR,0.618408938777,247,US,0.026116256598561653
235,0.5163422738649333,absprice10,GR,0.264277791604,247,US,0.46253250268885604
236,-0.01690413532171073,lift10,GR,0.539259858669,247,US,0.027534186956417118
237,-0.07130453617528539,lift189,GR,0.0993840042656,247,US,0.04327132433020007
238,-0.13423513077280286,absprice115,GR,0.757107512043,247,US,0.43402270525981906
239,0.3899891646364103,lift115,GR,0.795310714035,247,US,1.503308217016867
240,-0.4513625662233496,absprice20,GR,0.657328976136,247,US,1.0174900467163912
241,-0.06662412655344406,lift20,GR,0.279485335141,247,US,0.06160480055700757
242,0.3231402983160264,absprice33,GR,0.269592457226,247,US,0.29269912968476963
243,0.08738678677561863,lift33,GR,0.760098969407,247,US,0.2861848709276897
244,0.4382347150757827,absprice293,GR,0.0830521410027,247,US,0.25284061290536114
245,-0.01489610335940187,lift293,GR,0.566605012233,247,US,0.025994031260641412
246,-0.02814438618718356,absprice12,GR,0.916141095337,247,US,0.26728878179694254
247,-0.05227522392527858,lift12,GR,0.0192987661237,247,US,0.022342617025939645
248,0.1031760856789674,absprice298,GR,0.67415342811,247,US,0.245391771090953
249,-0.009289228556620106,lift298,GR,0.543600301877,247,US,0.015293990815276893
250,-0.06988471052576835,lift45,GR,0.0243756137005,247,US,0.031043911887896642
