store,WeekEnding,Units,UPC,FeatureOnly,DisplayOnly,FeatureDisplay,MultQty,OUTLET,Region,Categoryid,volume,Price,PriU,BasePriu,BasePrice,TrendIndex,CatTrendIndex,RegPriU,RegPrice,MfrID,BrandID,PPGID,WeekOfYear,HLDY_EA_LG,HLDY_EA_HW,HLDY_ME_LG,HLDY_ME_HW,HLDY_ID_LG,HLDY_ID_HW,HLDY_LA_LG,HLDY_LA_HW,HLDY_HA_LG,HLDY_HA_HW,HLDY_TX_LG,HLDY_TX_HW,HLDY_XM_LG,HLDY_XM_HW,HLDY_NY_LG,HLDY_NY_HW,HLDY_SU_LG,HLDY_SU_HW,HLDY_VA_LG,HLDY_VA_HW,LogHolidayIndex,LogWeekofyearIndex,Lift10,Lift12,Lift20,Lift33,Lift45,Lift115,Lift189,Lift228,Lift236,Lift239,Lift242,Lift248,Lift254,Lift255,Lift258,Lift259,Lift260,Lift261,Lift263,Lift265,Lift266,Lift271,Lift272,Lift276,Lift279,Lift282,Lift289,Lift293,Lift298,Lift311,AbsPrice10,AbsPrice12,AbsPrice20,AbsPrice33,AbsPrice45,AbsPrice115,AbsPrice189,AbsPrice228,AbsPrice236,AbsPrice239,AbsPrice242,AbsPrice248,AbsPrice254,AbsPrice255,AbsPrice258,AbsPrice259,AbsPrice260,AbsPrice261,AbsPrice263,AbsPrice265,AbsPrice266,AbsPrice271,AbsPrice272,AbsPrice276,AbsPrice279,AbsPrice282,AbsPrice289,AbsPrice293,AbsPrice298,AbsPrice311,LogVolume,LogUnits,Discount,LogPriceIndex,LogSeason,LogPrice,LogRegPrice,LogBasePrice,LogPriu,LogRegPriu,LogBasePriu,LogSpecialPack
49307,11/01/2015,2,0013700083469,-0.071428571,0,0,1,GR,US,1,12.875,1.8625242718,11.99,11.99,1.8625242718,-0.102142857,0.82,11.99,1.8625242718,7,14,247,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.16908052,0.085076688,0,0,0,-0.025481764,0,0,0,0,-0.09450056,0,-0.110490317,-0.354930527,0,0,0,0,0,0,0,0,0,0,0,0,-0.359847785,0,-0.138574359,0,-0.382617868,-0.257697233,0,0,0,0.0162735603,0,0,0,0,0,0,0,0.0186778193,0,0,0,0,0,0,0,0,0,0,0,-0.021488239,0,0,0.0186778193,-0.030376243,0,0,0.2886500034,0.6931471806,1,0,-0.107918245,0,0,0.621932703,2.484072969,2.484072969,2.484072969,0
49307,11/08/2015,3,0013700083469,-0.071428571,0,0,1,GR,US,1,19.3125,1.8625242718,11.99,11.99,1.8625242718,-0.092142857,0.83,11.99,1.8625242718,7,14,247,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797627505,0,0,0,-0.025481764,0,0,0,0,-0.09450056,0,-0.110490317,-0.354930527,0,0,0,0,0,0,0,0,0,0,0,0,-0.359847785,0,-0.138574359,0,-0.231777945,1.2319473555,0,0,0,0.0162735603,0,0,0,0,0,0,0,0.0186778193,0,0,0,0,0,0,0,0,0,0,0,-0.021488239,0,0,0.0186778193,-0.030376243,0,0,0.6941151115,1.0986122887,1,0,0.0558483379,0,0,0.621932703,2.484072969,2.484072969,2.484072969,0
49307,11/15/2015,1,0013700083469,-0.071428571,0,0,1,GR,US,1,6.4375,1.8625242718,11.99,11.99,1.8625242718,-0.082142857,0.84,11.99,1.8625242718,7,14,247,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800814077,0,0,0,-0.025481764,0,0,0,0,-0.09450056,0,0.4201501409,-0.249570011,0,0,0,0,0,0,0,0,0,0,0,0,-0.359847785,0,-0.094537379,0,-0.382617868,-0.257697233,0,0,0,0.0162735603,0,0,0,0,0,0,0,0.0186778193,0,0,0,0,0,0,0,0,0,0,0,-0.021488239,0,0,0.0186778193,-0.030376243,0,0,-0.404497177,0,1,0,0.0561669951,0,0,0.621932703,2.484072969,2.484072969,2.484072969,0
49307,12/06/2015,1,0013700083469,-0.071428571,0,0,1,GR,US,1,6.4375,1.8625242718,11.99,11.99,1.8625242718,-0.052142857,0.87,11.99,1.8625242718,7,14,247,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494494994,0,0,0,-0.025481764,0,0,0,0,1.2285072838,0,0.3520080648,-0.354930527,0,0,0,0,0,0,0,0,0,0,0,0,-0.359847785,0,0.4981147809,0,-0.382617868,-0.257697233,0,0,0,0.0162735603,0,0,0,0,0,0,0,0.0186778193,0,0,0,0,0,0,0,0,0,0,0,-0.021488239,0,0,0.0186778193,-0.030376243,0,0,-0.404497177,0,1,0,0.0255350868,0,0,0.621932703,2.484072969,2.484072969,2.484072969,0
49307,12/20/2015,1,0013700083469,-0.071428571,0,0,1,GR,US,1,6.4375,1.8625242718,11.99,11.99,1.8625242718,-0.032142857,0.89,11.99,1.8625242718,7,14,247,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.075925341,0.0547750875,0,0,0,-0.025481764,0,0,0,0,-0.09450056,0,-0.110490317,-0.354930527,0,0,0,0,0,0,0,0,0,0,0,0,0.2777427412,0,-0.138574359,0,-0.382617868,-0.257697233,0,0,0,0.0162735603,0,0,0,0,0,0,0,0.0186778193,0,0,0,0,0,0,0,0,0,0,0,-0.021488239,0,0,0.0186778193,-0.030376243,0,0,-0.404497177,0,1,0,-0.045064666,0,0,0.621932703,2.484072969,2.484072969,2.484072969,0
49307,12/27/2015,2,0013700083469,-0.071428571,0,0,1,GR,US,1,12.875,1.8625242718,11.99,11.99,1.8625242718,-0.022142857,0.9,11.99,1.8625242718,7,14,247,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.180235819,0.0741813626,0,0,0,-0.025481764,0,0,0,0,-0.09450056,0,-0.110490317,-0.354930527,0,0,0,0,0,0,0,0,0,0,0,0,-0.359847785,0,-0.138574359,0,-0.382617868,-0.257697233,0,0,0,0.0162735603,0,0,0,0,0,0,0,0.0186778193,0,0,0,0,0,0,0,0,0,0,0,-0.021488239,0,0,0.0186778193,-0.030376243,0,0,0.2886500034,0.6931471806,1,0,-0.129968869,0,0,0.621932703,2.484072969,2.484072969,2.484072969,0
49307,01/03/2016,2,0013700083469,-0.071428571,0,0,1,GR,US,1,12.875,1.8625242718,11.99,11.99,1.8625242718,-0.012142857,0.91,11.99,1.8625242718,7,14,247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0928462463,0.0920787946,0,0,0,-0.025481764,0,0,0,0,-0.09450056,0,-0.110490317,1.2677851653,0,0,0,0,0,0,0,0,0,0,0,0,1.1644522491,0,-0.138574359,0,-0.382617868,-0.257697233,0,0,0,0.0162735603,0,0,0,0,0,0,0,0.0186778193,0,0,0,0,0,0,0,0,0,0,0,-0.021488239,0,0,0.0186778193,-0.030376243,0,0,0.2886500034,0.6931471806,1,0,0.1610106283,0,0,0.621932703,2.484072969,2.484072969,2.484072969,0
49307,01/10/2016,3,0013700083469,-0.071428571,0,0,1,GR,US,1,19.3125,1.8625242718,11.99,11.99,1.8625242718,-0.002142857,0.92,11.99,1.8625242718,7,14,247,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1075506956,0,0,0,-0.025481764,0,0,0,0,-0.09450056,0,-0.110490317,-0.354930527,0,0,0,0,0,0,0,0,0,0,0,0,0.2199906402,0,-0.138574359,0,-0.382617868,-0.257697233,0,0,0,0.0162735603,0,0,0,0,0,0,0,0.0186778193,0,0,0,0,0,0,0,0,0,0,0,-0.021488239,0,0,0.0186778193,-0.030376243,0,0,0.6941151115,1.0986122887,1,0,0.083636283,0,0,0.621932703,2.484072969,2.484072969,2.484072969,0
49307,01/24/2016,1,0013700083469,-0.071428571,0,0,1,GR,US,1,6.4375,1.8625242718,11.99,11.99,1.8625242718,0.0178571429,0.94,11.99,1.8625242718,7,14,247,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104962289,0,0,0,-0.025481764,0,0,0,0,-0.09450056,0,0.3780755771,-0.354930527,0,0,0,0,0,0,0,0,0,0,0,0,0.4611426313,0,-0.053726833,0,1.8471621844,-0.109762949,0,0,0,0.0162735603,0,0,0,0,0,0,0,0.0186778193,0,0,0,0,0,0,0,0,0,0,0,-0.021488239,0,0,0.0186778193,-0.030376243,0,0,-0.404497177,0,1,0,0.0810478764,0,0,0.621932703,2.484072969,2.484072969,2.484072969,0
49307,02/14/2016,2,0013700083469,0.9285714286,0,0,1,GR,US,1,12.875,1.8625242718,11.99,11.99,1.8625242718,0.0478571429,0.97,11.99,1.8625242718,7,14,247,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.036470952,0.0107053188,0,0,0,0.3312629365,0,0,0,0,-0.09450056,0,-0.04533061,-0.354930527,0,0,0,0,0,0,0,0,0,0,0,0,-0.359847785,0,-0.138574359,0,-0.382617868,-0.257697233,0,0,0,-0.029292409,0,0,0,0,0,0,0,0.0186778193,0,0,0,0,0,0,0,0,0,0,0,-0.021488239,0,0,0.0186778193,-0.030376243,0,0,0.2886500034,0.6931471806,1,0,-0.049680046,0,0,0.621932703,2.484072969,2.484072969,2.484072969,0
